Page Name,User Name,Facebook Id,Page Category,Page Admin Top Country,Page Description,Page Created,Likes at Posting,Followers at Posting,Post Created,Post Created Date,Post Created Time,Type,Total Interactions,Likes,Comments,Shares,Love,Wow,Haha,Sad,Angry,Care,Video Share Status,Is Video Owner?,Post Views,Total Views,Total Views For All Crossposts,Video Length,URL,Message,Link,Final Link,Image Text,Link Text,Description,Sponsor Id,Sponsor Name,Sponsor Category,Total Interactions (weighted  —  Likes 1x Shares 1x Comments 1x Love 1x Wow 1x Haha 1x Sad 1x Angry 1x Care 1x ),Overperforming Score
Observador,ObservadorOnTime,111978555633494,NEWS_SITE,PT,"Obrigado por visitar o Observador no Facebook. Aqui queremos partilhar informação, interagir com os nossos leitores e discutir ideias.",2012-11-27 14:41:38,828666,934174,2022-01-05 21:27:22 WET,2022-01-05,21:27:22,Link,139,8,108,2,1,1,18,0,1,0,,-,0,0,0,N/A,https://www.facebook.com/111978555633494/posts/2276045099226818,"Líder do CDS disse que ""IL é igual à esquerda, tirando na economia"" e Cotrim que ""CDS cancelou o grupo parlamentar inteiro"". Catarina Martins e Rui Rio num duelo em busca de votos ao centro.",https://observador.pt/liveblogs/cotrim-e-rodrigues-dos-santos-em-debate-pelo-voto-liberal/?utm_medium=Social&utm_source=Facebook#Echobox=1641418039,,,"Em direto/ Rui Tavares diz que ""Ventura é o candidato do sistema"". ""Não devia estar aqui"", responde o candidato do Chega","Depois do debate entre Rui Rio e Catarina Martins, marcado pelas divergências em torno da Segurança Social e Saúde, segue-se agora o duelo entre André Ventura e Rui Tavares.",,,,139,1.58
CDS PP,CDSPP,814851935239574,POLITICAL_PARTY,PT,Bem-vindo à página oficial do CDS-PP,2014-12-11 11:39:21,38971,41817,2022-01-07 18:28:47 WET,2022-01-07,18:28:47,Photo,137,97,10,21,8,0,1,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/814851935239574/posts/4985105224880870,"🔵 Hoje, às 21:00, assista ao debate de Francisco Rodrigues Dos Santos, presidente do CDS-PP, com Rui Rio, Presidente do PSD, na TVI.",https://www.facebook.com/CDSPP/photos/a.846477038743730/4985105171547542/?type=3,,"CDS-PP PSD Francisco Rodrigues dos San X Rui Rio tvi Hoje, 21h00 PELAS MESMAS RAZÕES DE SEMPRE LEGISLATIVAS 2022 CDS-PP",,,,,,137,-1.09
SIC Notícias,sicnoticias,150808986387,TV_CHANNEL,PT,"Obrigado por visitar a SIC Notícias. 

Aqui pode seguir os conteúdos que passam na televisão e os exclusivos do site: em texto, vídeo e em fotos. 

Acompanhe também as notícias de última hora em direto. 

http://sicnoticias.pt/ ",2009-09-09 10:03:09,1764159,1941220,2022-01-20 16:50:27 WET,2022-01-20,16:50:27,Link,137,14,74,2,1,0,41,1,4,0,,-,0,0,0,N/A,https://www.facebook.com/150808986387/posts/10160395700506388,Rui Rio não exclui dar pasta da Defesa ao CDS.,https://sicnoticias.pt/eleicoes-legislativas/lider-do-cds-pp-diz-que-ministerio-da-defesa-ficaria-muito-bem-entregue-ao-seu-partido/,,,Líder do CDS-PP diz que Ministério da Defesa “ficaria muito bem entregue” ao seu partido - SIC Notícias,Rui Rio não exclui dar pasta da Defesa ao CDS.,,,,137,1.51
Polígrafo,jornalpoligrafo,258649144844557,TOPIC_NEWSPAPER,PT,"Página oficial do Polígrafo, o primeiro jornal português de fact-checking. Polígrafo - Em Nome da Verdade. Todos os dias. ",2018-10-18 14:31:26,119251,125050,2022-01-13 13:54:34 WET,2022-01-13,13:54:34,Link,134,46,56,6,3,1,20,2,0,0,,-,0,0,0,N/A,https://www.facebook.com/258649144844557/posts/919523755423756,"No duelo entre André Ventura e Francisco Rodrigues dos Santos, o líder do Chega acusou o rival de ser de ""uma direita que se esqueceu de ser direita"" e, empunhando uma imagem com o número 1.798 entre as figuras de Rodrigues dos Santos e António Costa, sublinhou que esse terá sido o número de vezes em que o CDS-PP votou ao lado do PS na Assembleia da República durante a última legislatura. O Polígrafo verifica.",https://poligrafo.sapo.pt/fact-check/ventura-diz-que-cds-pp-votou-1-798-vezes-ao-lado-do-ps-na-ultima-legislatura-confirma-se?utm_medium=Social&utm_source=Facebook#Echobox=1642079437,https://poligrafo.sapo.pt/fact-check/ventura-diz-que-cds-pp-votou-1-798-vezes-ao-lado-do-ps-na-ultima-legislatura-confirma-se,,Ventura diz que CDS-PP votou 1.798 vezes ao lado do PS na última legislatura. Confirma-se? - Polígrafo,"No duelo entre André Ventura e Francisco Rodrigues dos Santos, o líder do Chega acusou o rival de ser de ""uma direita que se esqueceu de ser direita"" e, empunhando uma imagem com o número 1.798 entre as figuras de Rodrigues dos Santos e António Costa, sublinhou que esse terá sido o número de v...",,,,134,1.63
Renascença,renascenca,105044957514,BROADCASTING_MEDIA_PRODUCTION,PT,"A par com o mundo 

Ouvir online: http://rr.sapo.pt/",2009-07-22 15:58:34,332212,397448,2022-01-25 18:10:05 WET,2022-01-25,18:10:05,Link,132,13,61,2,0,1,50,3,2,0,,-,0,0,0,N/A,https://www.facebook.com/105044957514/posts/10158974129972515,"Quanto ao apoio do antigo centrista Adolfo Mesquita Nunes à Iniciativa Liberal, o presidente do CDS diz não ter ficado surpreendido",https://rr.sapo.pt/noticia/politica/2022/01/25/francisco-rodrigues-dos-santos-ja-tem-planos-para-quando-for-ministro-da-defesa/269756/,,,Francisco Rodrigues dos Santos já tem planos para quando for ministro da Defesa - Renascença,"Quanto ao apoio do antigo centrista Adolfo Mesquita Nunes à Iniciativa Liberal, o presidente do CDS diz não ter ficado surpreendido.",,,,132,2.28
RTP Notícias,rtpnoticias,110253572394348,MEDIA_NEWS_COMPANY,PT,Página de notícias da RTP no Facebook.,2011-04-22 23:01:35,502051,532186,2022-01-12 21:20:00 WET,2022-01-12,21:20:00,Link,132,22,81,0,0,0,24,4,1,0,,-,0,0,0,N/A,https://www.facebook.com/110253572394348/posts/4808734562546202,"CDS e Chega tiveram um confronto aceso. Francisco Rodrigues dos Santos acusou André Ventura de ser um catavento do sistema político, enquanto líder do Chega afirmou que o presidente do CDS envergonha os fundadores do partido.",https://www.rtp.pt/noticias/politica/legislativas-2022-cds-e-chega-tem-debate-aceso_v1376402,,,Legislativas 2022. CDS e Chega têm debate aceso,"CDS e Chega tiveram um confronto aceso. Francisco Rodrigues dos Santos acusou André Ventura de ser um catavento do sistema político, enquanto líder do Chega afirmou que o presidente do CDS envergonha os fundadores do partido.",,,,132,2.75
Juventude Popular,JuventudePopular,105967462790186,POLITICAL_ORGANIZATION,PT,"A Juventude Popular é a organização política de juventude autónoma do CDS-PP. Rege-se pelos valores da democracia-cristã, do liberalismo e do conservadorismo.",2010-07-26 11:57:44,11636,12033,2022-01-19 19:06:36 WET,2022-01-19,19:06:36,Live Video Complete,127,65,25,22,15,0,0,0,0,0,owned,Yes,645,786,0,01:14:32,https://www.facebook.com/105967462790186/posts/679604066749953,"👋Bem-vindos ao evento que está a juntar estudantes, jovens trabalhadores, investigadores, desportistas e militantes da JP com o Presidente do CDS Francisco Rodrigues Dos Santos. 🎙As perguntas da plateia estão a ser moderadas pelo Francisco Camacho, Presidente da JP. Partilha a tua opinião na caixa de comentários 👇",https://www.facebook.com/JuventudePopular/videos/679604066749953/,,,FRS 360º - Entrevista a Francisco Rodrigues dos Santos,,,,,127,1.84
Polígrafo,jornalpoligrafo,258649144844557,TOPIC_NEWSPAPER,PT,"Página oficial do Polígrafo, o primeiro jornal português de fact-checking. Polígrafo - Em Nome da Verdade. Todos os dias. ",2018-10-18 14:31:26,119338,125160,2022-01-18 15:29:54 WET,2022-01-18,15:29:54,Link,126,59,35,10,1,0,19,1,1,0,,-,0,0,0,N/A,https://www.facebook.com/258649144844557/posts/922532485122883,"A segunda tentativa bastou para André Ventura acertar na variável. No debate frente a Francisco Rodrigues dos Santos, o líder do Chega tinha referido que Portugal era o país da Europa com a quinta eletricidade mais cara. Mas esta segunda-feira, no debate a nove na RTP, Ventura corrigiu o tiro: ""Nós pagamos a quinta gasolina mais cara da Europa.""",https://poligrafo.sapo.pt/fact-check/andre-ventura-pagamos-a-quinta-gasolina-mais-cara-da-europa-verdadeiro-ou-falso?utm_medium=Social&utm_source=Facebook#Echobox=1642519786,https://poligrafo.sapo.pt/fact-check/andre-ventura-pagamos-a-quinta-gasolina-mais-cara-da-europa-verdadeiro-ou-falso,,"André Ventura: ""Pagamos a quinta gasolina mais cara da Europa"". Verdadeiro ou falso? - Polígrafo","A segunda tentativa bastou para André Ventura acertar na variável. No debate frente a Francisco Rodrigues dos Santos, o líder do Chega tinha referido que Portugal era o país da Europa com a quinta eletricidade mais cara. Mas esta segunda-feira, no debate a nove na RTP, Ventura corrigiu o tiro: ""...",,,,126,1.56
O Gato Politico,gatopolitico,407371473046989,POLITICIAN,PT,A página d’O Gato Político é uma plataforma apartidária que confronta elites políticas com incoerências e hipocrisias suas.,2017-12-25 13:49:26,40711,43988,2022-01-12 11:40:52 WET,2022-01-12,11:40:52,Photo,123,82,5,2,5,0,29,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/407371473046989/posts/1398714447246015,"Domingo é “A” live. Já sabem: às 21h30, com o Presidente do CDS Francisco Rodrigues dos Santos. Vai ser épico. E mais não digo. Esteja lá para ver.",https://www.facebook.com/gatopolitico/photos/a.632269700557164/1398714423912684/?type=3,,gato 16 JANEIRO 21H30 CARREGA PARA CONTINUAR... STREAM FRANCISCO RODRIGUES DOS SANTOS ? P1 ? ? ? ?,,,,,,123,-5.88
CNN Portugal,cnnportugal,101826228779402,TV_CHANNEL,PT,"CNN Portugal. A força da informação, 24 horas por dia, em direto e em português.  Acompanhe no canal 7, em cnnportugal.pt e descarregue a nossa app. #EmTodasAsFrentes
",2021-05-24 11:30:20,1155288,1138621,2022-01-07 21:45:55 WET,2022-01-07,21:45:55,Link,119,21,55,0,0,1,40,1,1,0,,-,0,0,0,N/A,https://www.facebook.com/101826228779402/posts/232246629070694,Francisco Rodrigues dos Santos considera que os centristas foram “importantíssimos“ para o sucesso da direita nas eleições autárquicas.,https://cnnportugal.iol.pt/videos/so-havera-um-governo-de-direita-em-portugal-com-um-cds-forte/61d8aebd0cf21a10a41837fe?utm_source=facebook&utm_medium=social&utm_campaign=ed-cnnportugal,,,"""Só haverá um governo de direita em Portugal com um CDS forte""","Francisco Rodrigues dos Santos considera que os centristas foram ""importantíssimos"" para o sucesso da direita nas eleições autárquicas.",,,,119,-1.13
Semanário SOL,jornalsol,54634527350,MEDIA_NEWS_COMPANY,PT,"As notícias de última hora e do dia que estão a marcar a actualidade. O seu ponto de encontro na web.

",2009-02-25 16:27:38,680071,675785,2022-01-08 09:20:08 WET,2022-01-08,09:20:08,Link,119,25,25,2,0,2,63,2,0,0,,-,0,0,0,N/A,https://www.facebook.com/54634527350/posts/10159849702912351,,https://sol.sapo.pt/artigo/758619/francisco-rodrigues-dos-santos-olham-me-com-desconfianca-por-nao-ter-titulo-nobiliarquico,,,Francisco Rodrigues dos Santos: “Olham-me com desconfiança por não ter título nobiliárquico“,"Acusa Rio de ter traído o centro-direita e Ventura de ser populista. Está confiante para dia 30, prometendo ressuscitar o CDS nas urnas.",,,,119,1.42
Expresso,jornalexpresso,43218682948,TOPIC_NEWSPAPER,PT,"Página oficial do Expresso no Facebook. As notícias e a opinião que interessam. Todos os dias, a todas as horas 
https://expresso.pt",2009-01-03 09:57:23,760846,797299,2022-01-20 13:10:07 WET,2022-01-20,13:10:07,Link,118,44,44,2,1,0,24,1,1,1,,-,0,0,0,N/A,https://www.facebook.com/43218682948/posts/10159330892212949,PCP e BE pressionaram Costa para “afastar a direita do poder”. Costa afastou a fusão e dinamitou a “ecogeringonça”. Cotrim de Figueiredo e Rodrigues dos Santos nem precisaram falar muito para verem a esquerda a implodir,https://expresso.pt/politica/implosao-a-esquerda-e-uma-bomba-nuclear-na-ecogeringonca-o-debate-a-cinco-com-a-direita-a-assistir-de-camarote,https://expresso.pt/eleicoes-legislativas-2022/implosao-a-esquerda-e-uma-bomba-nuclear-na-ecogeringonca-o-debate-a-cinco-com-a-direita-a-assistir-de-camarote/,,Implosão à esquerda e uma bomba nuclear na “ecogeringonça“. O debate a cinco com a direita a assistir de camarote - Expresso,PCP e BE pressionaram Costa para “afastar a direita do poder“. Costa afastou a fusão e dinamitou a “ecogeringonça“. Cotrim de Figueiredo e Rodrigues dos Santos nem precisaram falar muito para verem a esquerda a implodir,,,,118,1.24
RTP Notícias,rtpnoticias,110253572394348,MEDIA_NEWS_COMPANY,PT,Página de notícias da RTP no Facebook.,2011-04-22 23:01:35,502161,532469,2022-01-27 09:30:00 WET,2022-01-27,09:30:00,Link,117,19,65,1,1,0,25,1,5,0,,-,0,0,0,N/A,https://www.facebook.com/110253572394348/posts/4874087219344269,Francisco Rodrigues dos Santos considera que o Partido Socialista está em guerra interna e que os socialistas já se estão a preparar para serem oposição.,https://www.rtp.pt/noticias/politica/para-rodrigues-dos-santos-ps-ja-assume-derrota-e-esta-em-guerra-interna_v1379877,,,"Para Rodrigues dos Santos, PS já assume derrota e está em guerra interna",Francisco Rodrigues dos Santos considera que o Partido Socialista está em guerra interna e que os socialistas já se estão a preparar para serem oposição.,,,,117,3.34
Público,Publico,88388366982,MEDIA_NEWS_COMPANY,PT,"Bem-vindo à página do PÚBLICO no Facebook, um espaço de informação, partilha e debate.",2009-04-14 17:16:12,1189106,1186178,2022-01-13 14:45:20 WET,2022-01-13,14:45:20,Native Video,117,42,28,14,11,0,19,0,3,0,owned,Yes,4627,4721,0,00:37:50,https://www.facebook.com/88388366982/posts/646805206442479,"Francisco Rodrigues dos Santos, líder do CDS-PP, insurge-se contra atitude do PSD: “Rui Rio nuns dias está mais para a esquerda, noutros acorda mais à direita.” Assista à entrevista ao programa Hora da Verdade, do Público e da Renascença, ou leia aqui: www.publico.pt/1991634:=:https://www.publico.pt/2022/01/13/politica/entrevista/lider-cds-acusa-rio-diletantismo-apolitico-quer-portas-campanha-1991634",https://www.facebook.com/Publico/videos/646805206442479/,,,Líder do CDS acusa Rio de “diletantismo apolítico” e quer Portas na campanha,,,,,117,1.43
Bloco de Esquerda,Blocodeesquerdaoficial,101692761768654,POLITICAL_PARTY,PT,O Bloco de Esquerda é um partido político socialista que coloca no centro da política a dignidade de todas as pessoas.,2020-11-16 12:14:14,6801,8756,2022-01-14 22:49:57 WET,2022-01-14,22:49:57,Native Video,116,84,9,21,1,0,0,0,1,0,owned,Yes,540,695,0,00:00:39,https://www.facebook.com/101692761768654/posts/355580159713245,Na Madeira havia há uns anos uma empresa que faturava tanto quanto a Autoeuropa: foi-se a ver e era um escritório sem trabalhadores e que não produzia nada. PIB inflacionados não significam que as pessoas vivam melhor. Catarina Martins em debate com Francisco Rodrigues dos Santos,https://www.facebook.com/Blocodeesquerdaoficial/videos/253653936894568/,,,PIB inflacionados não significam que as pessoas vivam melhor,,,,,116,-1.1
SIC Notícias,sicnoticias,150808986387,TV_CHANNEL,PT,"Obrigado por visitar a SIC Notícias. 

Aqui pode seguir os conteúdos que passam na televisão e os exclusivos do site: em texto, vídeo e em fotos. 

Acompanhe também as notícias de última hora em direto. 

http://sicnoticias.pt/ ",2009-09-09 10:03:09,1764040,1941065,2022-01-15 12:31:03 WET,2022-01-15,12:31:03,Link,116,19,51,0,0,0,43,1,2,0,,-,0,0,0,N/A,https://www.facebook.com/150808986387/posts/10160385686986388,"Em entrevista à agência Lusa, Francisco Rodrigues do Santos classificou o CDS-PP como “o partido que pode dar um passaporte ao PSD para poder governar Portugal”.",https://sicnoticias.pt/eleicoes-legislativas/lider-do-cds-ambiciona-governar-sozinho-com-psd-mas-fala-em-eleitorado-traido/,,,"Líder do CDS ambiciona governar sozinho com PSD, mas fala em eleitorado “traído”","Em entrevista à agência Lusa, Francisco Rodrigues do Santos classificou o CDS-PP como “o partido que pode dar um passaporte ao PSD para poder governar Portugal”.",,,,116,1.15
Bloco de Esquerda,Blocodeesquerdaoficial,101692761768654,POLITICAL_PARTY,PT,O Bloco de Esquerda é um partido político socialista que coloca no centro da política a dignidade de todas as pessoas.,2020-11-16 12:14:14,6801,8756,2022-01-14 22:26:35 WET,2022-01-14,22:26:35,Native Video,115,75,9,21,7,0,2,0,1,0,owned,Yes,1249,1573,0,00:01:50,https://www.facebook.com/101692761768654/posts/355572613047333,"Há uma direita que acredita no Pai Natal: acreditam que vem capital estrangeiro investir em empresas estratégicas para depois cumprir o interesse público. Isso não aconteceu. Em todas as áreas, Portugal ficou mais frágil, mais dependente de interesses estrangeiros. Catarina Martins em debate com Francisco Rodrigues dos Santos.",https://www.facebook.com/Blocodeesquerdaoficial/videos/320715313288565/,,,Há uma direita que acredita no Pai Natal,,,,,115,-1.11
Cecília Anacoreta Correia,CeciliaACcds,102227271788040,POLITICIAN,PT,"Cecília Anacoreta Correia é cabeça-de-lista do CDS às próximas eleições pelo distrito de Setúbal. É porta-voz do partido desde março de 2020. Docente universitária e jurista, é casada e mãe de quatro filhos. ",2020-12-18 18:43:27,1192,1221,2022-01-28 19:23:38 WET,2022-01-28,19:23:38,Live Video Complete,114,54,24,16,20,0,0,0,0,0,owned,Yes,230,606,0,00:20:31,https://www.facebook.com/102227271788040/posts/1665874597082150,"Francisco Rodrigues dos Santos lidera a multidão que o sobe da Rua Augusta ao Largo Adelino Amaro da Costa, antigo Largo do Caldas, em Lisboa. Pelo caminho, ao minuto 12, deixa uma mensagem que muito me orgulha. Obrigada Francisco Rodrigues Dos Santos! #CDS #ADireitaCerta #Legislativas2022",https://www.facebook.com/CeciliaACcds/videos/1665874597082150/,,,,,,,,114,4.96
CDS PP,CDSPP,814851935239574,POLITICAL_PARTY,PT,Bem-vindo à página oficial do CDS-PP,2014-12-11 11:39:21,38974,41923,2022-01-13 20:15:48 WET,2022-01-13,20:15:48,Photo,114,101,0,10,2,0,0,1,0,0,,-,0,0,0,N/A,https://www.facebook.com/814851935239574/posts/5003829426341783,"🔵 Hoje, às 23:00, assista à entrevista a Francisco Rodrigues Dos Santos, presidente do CDS-PP, no Porto Canal.",https://www.facebook.com/CDSPP/photos/a.846477038743730/5003828953008497/?type=3,,"ENTREVISTA FRANCISCO RODRIGUES DOS SANTOS HOJE,23H PORTO canal FRANCISCO RODRIGUES DOS SANTOS CDS-PP PELAS MESMAS RAZÕES DE SEMPRE LEGISLATIVAS 2022",,,,,,114,-1.31
CDS PP,CDSPP,814851935239574,POLITICAL_PARTY,PT,Bem-vindo à página oficial do CDS-PP,2014-12-11 11:39:21,38970,41878,2022-01-10 19:39:26 WET,2022-01-10,19:39:26,Photo,112,87,8,15,1,0,1,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/814851935239574/posts/4993616540696405,"🔵 Hoje, às 22:00, assista ao debate de Francisco Rodrigues Dos Santos, presidente do CDS-PP, com o Presidente do Livre, na CNN.",https://www.facebook.com/CDSPP/photos/a.846477038743730/4993616027363123/?type=3,,"CDS-PP X LIVRE Francisco Rodrigues dos Santos San Rui RuiTavares Tavares CNN PORTUGAL Hoje, 22h00 PELAS MESMAS RAZÕES DE SEMPRE LEGISLATIVAS 2022 CDS-PP",,,,,,112,-1.34
Observador,ObservadorOnTime,111978555633494,NEWS_SITE,PT,"Obrigado por visitar o Observador no Facebook. Aqui queremos partilhar informação, interagir com os nossos leitores e discutir ideias.",2012-11-27 14:41:38,828889,935359,2022-01-17 00:36:38 WET,2022-01-17,00:36:38,Link,112,37,27,0,2,0,46,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/111978555633494/posts/2285549284943066,"""Eu tinha avisado, era preciso por o Francisco Rodrigues dos Santos a jogar. E o líder do CDS-PP esteve em cada debate como o melhor em campo e expôs a importância que o CDS-PP tem na nossa democracia"". A opinião de Miguel Baumgartner:",https://observador.pt/opiniao/deixem-o-chicao-jogar-a-bola/?utm_term=Autofeed&utm_medium=Social&utm_source=Facebook#Echobox=1642379612,https://observador.pt/opiniao/deixem-o-chicao-jogar-a-bola/,,Deixem o Chicão jogar à bola,"Eu tinha avisado, era preciso por o Francisco Rodrigues dos Santos a jogar. E o líder do CDS-PP esteve em cada debate como o melhor em campo e expôs a importância que o CDS-PP tem na nossa democracia.",,,,112,1.3
Cecília Anacoreta Correia,CeciliaACcds,102227271788040,POLITICIAN,PT,"Cecília Anacoreta Correia é cabeça-de-lista do CDS às próximas eleições pelo distrito de Setúbal. É porta-voz do partido desde março de 2020. Docente universitária e jurista, é casada e mãe de quatro filhos. ",2020-12-18 18:43:27,1165,1197,2022-01-22 12:05:09 WET,2022-01-22,12:05:09,Native Video,111,73,8,10,18,0,0,0,0,2,owned,Yes,362,491,0,00:02:38,https://www.facebook.com/102227271788040/posts/325481749462590,"Foi um prazer receber-te em Setúbal Francisco Rodrigues Dos Santos e é um orgulho fazer parte desta lista. Pelas mesmas razões de sempre, dia 30 vote CDS! #CDS #ADireitaCerta #Legislativas2022",https://www.facebook.com/CeciliaACcds/videos/713806486267604/,,,,,,,,111,1.08
Juventude Popular,JuventudePopular,105967462790186,POLITICAL_ORGANIZATION,PT,"A Juventude Popular é a organização política de juventude autónoma do CDS-PP. Rege-se pelos valores da democracia-cristã, do liberalismo e do conservadorismo.",2010-07-26 11:57:44,11629,12026,2022-01-12 21:43:28 WET,2022-01-12,21:43:28,Photo,111,62,1,41,6,0,1,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/105967462790186/posts/4703224446397775,"👉“Um esquadrão de cavalaria à desfilada na sua cabeça, não esbarra contra uma ideia.” Francisco Rodrigues dos Santos, no debate com o candidato André Ventura, na CNN Portugal. Assiste aos debates do Presidente do CDS-PP, aqui 🔗 https://cnnportugal.iol.pt/videos/decisao-22-o-debate-entre-francisco-rodrigues-dos-santos-e-andre-ventura-na-integra/61df2dbc0cf21a10a4192ade #PelasMesmasRazõesdeSempre #CDSPP #FranciscoRodriguesdosSantos #Legislativas2022",https://www.facebook.com/JuventudePopular/photos/a.3309626309090936/4703224416397778/?type=3,,""" JUVENTUDE POPULAR UM ESQUADRÃO DE CAVALARIA À DESFILADA NA SUA CABEÇA NÃO ESBARRA CONTRA UMA IDEIA "" FRANCISCO RODRIGUES DOS SANTOS 12.01.2022",,,,,,111,1.71
CNN Portugal,cnnportugal,101826228779402,TV_CHANNEL,PT,"CNN Portugal. A força da informação, 24 horas por dia, em direto e em português.  Acompanhe no canal 7, em cnnportugal.pt e descarregue a nossa app. #EmTodasAsFrentes
",2021-05-24 11:30:20,1155396,1138841,2022-01-10 13:45:00 WET,2022-01-10,13:45:00,Native Video,110,30,52,11,2,3,1,2,9,0,owned,Yes,2757,2793,0,00:03:33,https://www.facebook.com/101826228779402/posts/234131228882234,"O primeiro-ministro não se comprometeu com uma nova data para que todos os portugueses tenham um médico de família. Já o presidente do CDS-PP quer a disciplina de Cidadania e Desenvolvimento fora das escolas. No debate onde tanto se falou de liberdade, muito se discordou sobre como aplicá-la. O debate entre António Costa e Francisco Rodrigues dos Santos em três minutos.",https://www.facebook.com/cnnportugal/videos/1053039168574112/,,,"""Nem na Venezuela nem em Cuba""? O debate entre a ""ideologia"" de Rodrigues dos Santos e os ""valores"" de António Costa em três minutos",,,,,110,-1.73
Jornal de Notícias,jornalnoticias,216390522994,TOPIC_NEWSPAPER,PT,"Bem-vindo ao Facebook do Jornal de Notícias, um jornal de Portugal, de proximidade e de confiança.",2009-11-18 14:08:05,2268890,2284362,2022-01-05 20:00:01 WET,2022-01-05,20:00:01,Link,110,35,37,2,4,0,27,4,1,0,,-,0,0,0,N/A,https://www.facebook.com/216390522994/posts/10161802039607995,Debate,https://www.jn.pt/nacional/cds-e-il-nao-participam-num-governo-do-psd-apoiado-pelo-chega-14464840.html,,,CDS e IL não participam num Governo do PSD apoiado pelo Chega,"Os líderes do CDS-PP, Francisco Rodrigues dos Santos, e da Iniciativa Liberal (IL), João Cotrim de Figueiredo avisaram esta quarta-feira que não ajudarão o PSD a formar um Governo que tenha apoio do Chega. O debate entre ambos, na RTP3, foi ainda marcado pelo desafio a Costa para que esclareça ...",,,,110,-1.31
TSF - Rádio Notícias,tsfradio,174996242665,RADIO_STATION,PT,"Tudo o que se passa passa na TSF     
www.tsf.pt",2009-11-18 00:38:36,477135,491441,2022-01-27 16:00:01 WET,2022-01-27,16:00:01,Link,109,19,56,0,0,1,32,0,1,0,,-,0,0,0,N/A,https://www.facebook.com/174996242665/posts/10158672063122666,,https://www.tsf.pt/portugal/politica/cds-pp-quer-complemento-social-de-pensao-para-idosos--14532728.html,,,CDS-PP quer ″complemento social de pensão″ para idosos,Segundo Francisco Rodrigues dos Santos ″um em cada quatro″ idosos não tem possibilidade económica para aquecer a casa.,,,,109,2.42
O Minho,ominhopt,474901492661434,TOPIC_NEWSPAPER,PT,Jornal digital da região do Minho.,2015-03-09 22:08:00,155185,160916,2022-01-12 21:22:27 WET,2022-01-12,21:22:27,Link,106,57,16,9,1,4,15,2,2,0,,-,0,0,0,N/A,https://www.facebook.com/474901492661434/posts/2188037654681134,Francisco Rodrigues dos Santos e André Ventura 'picados'.,https://ominho.pt/cds-e-chega-trocam-acusacoes-de-direita-mariquinhas-e-fanatismo-em-debate-tenso/,,,"CDS e Chega trocam acusações de ""direita mariquinhas"" e fanatismo em debate tenso",Eleições legislativas,,,,106,-2.18
Polígrafo,jornalpoligrafo,258649144844557,TOPIC_NEWSPAPER,PT,"Página oficial do Polígrafo, o primeiro jornal português de fact-checking. Polígrafo - Em Nome da Verdade. Todos os dias. ",2018-10-18 14:31:26,119338,125160,2022-01-18 11:18:12 WET,2022-01-18,11:18:12,Link,106,20,66,1,0,0,17,1,1,0,,-,0,0,0,N/A,https://www.facebook.com/258649144844557/posts/922420848467380,"Francisco Rodrigues dos Santos não queria, mas acabou por concordar com António Costa. Para o líder do CDS-PP, ""é verdade que a História explica o atraso económico do nosso país"". No entanto, ao contrário do adversário, o democrata-cristão acredita que a culpa é do PS, o partido que diz ser ""responsável pela governação do país em mais de dois terços da nossa experiência democrática"". Foram assim tantos anos de governação do PS desde 1974? O Polígrafo fez as contas. 🤓",https://poligrafo.sapo.pt/fact-check/rodrigues-dos-santos-o-ps-e-responsavel-pela-governacao-em-mais-de-dois-tercos-da-experiencia-democratica-confirma-se?utm_medium=Social&utm_source=Facebook#Echobox=1642504116,https://poligrafo.sapo.pt/fact-check/rodrigues-dos-santos-o-ps-e-responsavel-pela-governacao-em-mais-de-dois-tercos-da-experiencia-democratica-confirma-se,,"Rodrigues dos Santos: ""O PS é responsável pela governação em mais de dois terços da experiência democrática"". Confirma-se? - Polígrafo","Francisco Rodrigues dos Santos não queria, mas acabou por concordar com António Costa. Para o líder do CDS-PP, ""é verdade que a História explica o atraso económico do nosso país"". No entanto, ao contrário do adversário, o democrata-cristão acredita que a culpa é do PS, o partido que diz s...",,,,106,1.31
